,_id,nome_percorso,url,distanza,tipo,fondo,pendenza_max,dislivello,rif_regione
846,5946,San Polo d'Enza - Montecchio,https://www.piste-ciclabili.com/itinerari/5946-san-polo-denza-montecchio,10 km,sentiero,misto,10 %,68 m,4
847,396,San Prospero (PR) - Parma parcheggio scambiatore est,https://www.piste-ciclabili.com/itinerari/396-san-prospero-pr-parma-parcheggio-scambiatore-est,2 km,ciclopedonale,asfalto,0 %,2 m,4
848,1334,San Rocco al Porto - Castelnuovo Bocca d'Adda,https://www.piste-ciclabili.com/itinerari/1334-san-rocco-al-porto-castelnuovo-bocca-dadda,24 km,ciclabile,asfalto,5 %,11 m,4
849,4168,San venanzio - San Pietro in casale,https://www.piste-ciclabili.com/itinerari/4168-san-venanzio-san-pietro-in-casale,6 km,ciclostrada,terra,1 %,6 m,4
850,5498,Sant'agata Bolognese Villa Sorra,https://www.piste-ciclabili.com/itinerari/5498-santagata-bolognese-villa-sorra,32 km,ciclostrada,misto,6 %,20 m,4
851,3300,Sant'Agostino - Santa Maria Codifiume,https://www.piste-ciclabili.com/itinerari/3300-santagostino-santa-maria-codifiume,27 km,ciclabile,terra,5 %,21 m,4
852,1316,Sant'Antonio - Serramazzoni e ritorno,https://www.piste-ciclabili.com/itinerari/1316-santantonio-serramazzoni-e-ritorno,28 km,strada,asfalto,26 %,367 m,4
853,2888,Sant'Ilario d'Enza,https://www.piste-ciclabili.com/itinerari/2888-santilario-denza,13 km,ciclabile,asfalto,4 %,23 m,4
854,4994,Sant'Ilario: sentiero,https://www.piste-ciclabili.com/itinerari/4994-santilario-sentiero,13 km,sentiero,misto,2 %,25 m,4
855,3285,Santa Biancha - Finale Emilia (MTB),https://www.piste-ciclabili.com/itinerari/3285-santa-biancha-finale-emilia-mtb,9 km,sentiero,misto,3 %,6 m,4
856,5361,Santa Caterina - Pista in curva,https://www.piste-ciclabili.com/itinerari/5361-santa-caterina-pista-in-curva,1 km,ciclabile,asfalto,2 %,1 m,4
857,3945,Santa Lucia (RA) - Santuario di Monte Paolo (anello),https://www.piste-ciclabili.com/itinerari/3945-santa-lucia-ra-santuario-di-monte-paolo-anello,18 km,sentiero,misto,28 %,327 m,4
858,5218,Santo Stefano Lodigiano - Fombio,https://www.piste-ciclabili.com/itinerari/5218-santo-stefano-lodigiano-fombio,9 km,ciclopedonale,misto,5 %,14 m,4
859,3969,Sassi di Roccamalatina (anello),https://www.piste-ciclabili.com/itinerari/3969-sassi-di-roccamalatina-anello,46 km,strada,misto,24 %,427 m,4
860,2082,Sasso Marconi - Lama di Reno - Medelana,https://www.piste-ciclabili.com/itinerari/2082-sasso-marconi-lama-di-reno-medelana,24 km,sentiero,misto,28 %,553 m,4
861,3696,Sasso Marconi - Oasi di San Gherardo di Pontecchio Marconi evitando la Porrettana,https://www.piste-ciclabili.com/itinerari/3696-sasso-marconi-oasi-di-san-gherardo-di-pontecchio-marconi-evitando-la-porrettana,7 km,strada,misto,7 %,59 m,4
862,4628,"Sasso Marconi, Vado, Monte Sole, Marzabotto, Sasso",https://www.piste-ciclabili.com/itinerari/4628-sasso-marconi-vado-monte-sole-marzabotto-sasso,34 km,sentiero,misto,29 %,399 m,4
863,2425,Sassuolo: nuovo ponte sul fiume,https://www.piste-ciclabili.com/itinerari/2425-sassuolo-nuovo-ponte-sul-fiume,1 km,ciclopedonale,asfalto,6 %,8 m,4
864,625,Scandiano - Arceto lungo il Tresinaro,https://www.piste-ciclabili.com/itinerari/625-scandiano-arceto-lungo-il-tresinaro,5 km,ciclopedonale,misto,4 %,22 m,4
865,3880,Scandiano - Baiso - Roteglia - Castellarano,https://www.piste-ciclabili.com/itinerari/3880-scandiano-baiso-roteglia-castellarano,20 km,strada,asfalto,24 %,448 m,4
866,507,Secondo Parmense - ciclabile del Taro,https://www.piste-ciclabili.com/itinerari/507-secondo-parmense-ciclabile-del-taro,4 km,ciclopedonale,asfalto,2 %,8 m,4
867,2355,Settecani - Ca' De' Leonardi - Castelvetro,https://www.piste-ciclabili.com/itinerari/2355-settecani-ca-de-leonardi-castelvetro,4 km,ciclopedonale,asfalto,2 %,43 m,4
868,5355,SGP Carbonara,https://www.piste-ciclabili.com/itinerari/5355-sgp-carbonara,4 km,ciclopedonale,asfalto,2 %,3 m,4
869,5684,Soliera-Sozzigalli-Villanova-Soliera,https://www.piste-ciclabili.com/itinerari/5684-soliera-sozzigalli-villanova-soliera,28 km,strada,misto,5 %,11 m,4
870,2030,Solignano - Ghiare di Berceto,https://www.piste-ciclabili.com/itinerari/2030-solignano-ghiare-di-berceto,7 km,ciclopedonale,asfalto,11 %,64 m,4
871,5248,Somaglia - Guardamiglio,https://www.piste-ciclabili.com/itinerari/5248-somaglia-guardamiglio,7 km,ciclopedonale,misto,5 %,6 m,4
872,5299,Somalia (Gargatano) - Senna Lodigiana (Corte Sant'Andrea),https://www.piste-ciclabili.com/itinerari/5299-somalia-gargatano-senna-lodigiana-corte-santandrea,7 km,ciclopedonale,ghiaia,1 %,2 m,4
873,406,Sorbolo - Coenzo,https://www.piste-ciclabili.com/itinerari/406-sorbolo-coenzo,8 km,strada,asfalto,1 %,8 m,4
874,3663,Spilamberto - Marano: lungo il fiume Panaro,https://www.piste-ciclabili.com/itinerari/3663-spilamberto-marano-lungo-il-fiume-panaro,18 km,ciclabile,ghiaia,6 %,113 m,4
875,3519,Sterrata Crinale Valle del Zena,https://www.piste-ciclabili.com/itinerari/3519-sterrata-crinale-valle-del-zena,2 km,sentiero,terra,20 %,149 m,4
876,1394,Suzzara (MN) - Boretto(RE) costeggiando il Po,https://www.piste-ciclabili.com/itinerari/1394-suzzara-mn-borettore-costeggiando-il-po,48 km,ciclostrada,misto,0 %,13 m,4
877,1950,Terra del Sole - Forlì - Ravenna,https://www.piste-ciclabili.com/itinerari/1950-terra-del-sole-forl-ravenna,42 km,sentiero,misto,5 %,62 m,4
878,5192,Tratto di 'Tangenziale Ciclabile di Bologna',https://www.piste-ciclabili.com/itinerari/5192-tratto-di-tangenziale-ciclabile-di-bologna,2 km,ciclabile,asfalto,5 %,18 m,4
879,5564,Traversata appenninica dalla Val di Reno alla Val di Serchio lungo la SS324 tratto bolognese,https://www.piste-ciclabili.com/itinerari/5564-traversata-appenninica-dalla-val-di-reno-alla-val-di-serchio-lungo-la-ss324-tratto-bolognese,25 km,strada,asfalto,24 %,438 m,4
880,5563,Traversata appenninica dalla Val di Reno alla Val di Serchio lungo la SS324 Tratto Modenese,https://www.piste-ciclabili.com/itinerari/5563-traversata-appenninica-dalla-val-di-reno-alla-val-di-serchio-lungo-la-ss324-tratto-modenese,52 km,strada,asfalto,28 %,1108 m,4
881,1295,Traversetolo - Lesignano - Stadirano - Neviano degli Arduini - Scurano - Sella di Lodrignano,https://www.piste-ciclabili.com/itinerari/1295-traversetolo-lesignano-stadirano-neviano-degli-arduini-scurano-sella-di-lodrignano,70 km,strada,asfalto,19 %,560 m,4
882,3613,Traversetolo - Val Toccana (anello),https://www.piste-ciclabili.com/itinerari/3613-traversetolo-val-toccana-anello,46 km,ciclabile,asfalto,0 %,0 m,4
883,1658,Traversetolo - Vetto - Ramiseto - Ranzano - Lagrimone - Campora - Sasso,https://www.piste-ciclabili.com/itinerari/1658-traversetolo-vetto-ramiseto-ranzano-lagrimone-campora-sasso,81 km,strada,asfalto,28 %,721 m,4
884,511,Trecasali - Ciclabile del Taro,https://www.piste-ciclabili.com/itinerari/511-trecasali-ciclabile-del-taro,1 km,ciclopedonale,asfalto,1 %,4 m,4
885,3261,Tresigallo: ciclabile di Via del mare,https://www.piste-ciclabili.com/itinerari/3261-tresigallo-ciclabile-di-via-del-mare,5 km,ciclopedonale,asfalto,1 %,5 m,4
886,3262,Tresigallo: ciclabile Giordano Bruno - Dante Alighieri,https://www.piste-ciclabili.com/itinerari/3262-tresigallo-ciclabile-giordano-bruno-dante-alighieri,2 km,ciclopedonale,asfalto,0 %,2 m,4
887,5663,Ubersetto - Formigine ( Evitando strade trafficate),https://www.piste-ciclabili.com/itinerari/5663-ubersetto-formigine-evitando-strade-trafficate,2 km,ciclabile,asfalto,2 %,14 m,4
888,466,Vaciglio - San Donnino,https://www.piste-ciclabili.com/itinerari/466-vaciglio-san-donnino,5 km,ciclopedonale,asfalto,3 %,9 m,4
889,4514,Val di Zena - Pianoro - Bologna,https://www.piste-ciclabili.com/itinerari/4514-val-di-zena-pianoro-bologna,22 km,strada,asfalto,20 %,252 m,4
890,3520,Valle del Zena: Sterrata Crinale - Discesa Ripida,https://www.piste-ciclabili.com/itinerari/3520-valle-del-zena-sterrata-crinale-discesa-ripida,2 km,sentiero,terra,5 %,120 m,4
891,3522,Valle Zena: discesa bosco,https://www.piste-ciclabili.com/itinerari/3522-valle-zena-discesa-bosco,4 km,sentiero,terra,15 %,232 m,4
892,3329,Valverde - Bellaria,https://www.piste-ciclabili.com/itinerari/3329-valverde-bellaria,6 km,ciclabile,asfalto,3 %,4 m,4
893,3493,Variante Eremo,https://www.piste-ciclabili.com/itinerari/3493-variante-eremo,3 km,strada,ghiaia,10 %,177 m,4
894,2379,Vecchia ferrovia Modena Soliera,https://www.piste-ciclabili.com/itinerari/2379-vecchia-ferrovia-modena-soliera,6 km,ciclabile,misto,2 %,3 m,4
895,2769,Venezia - Chioggia - Ferrara,https://www.piste-ciclabili.com/itinerari/2769-venezia-chioggia-ferrara,145 km,ciclostrada,asfalto,0 %,0 m,4
896,5189,Via del Gomito - Centro,https://www.piste-ciclabili.com/itinerari/5189-via-del-gomito-centro,6 km,ciclopedonale,asfalto,3 %,18 m,4
897,470,Via emilia - Noceto,https://www.piste-ciclabili.com/itinerari/470-via-emilia-noceto,2 km,ciclopedonale,asfalto,1 %,10 m,4
898,5190,Via Ferrarese - Caserme Rosse,https://www.piste-ciclabili.com/itinerari/5190-via-ferrarese-caserme-rosse,1 km,ciclabile,asfalto,2 %,2 m,4
899,3491,Via Gaibola,https://www.piste-ciclabili.com/itinerari/3491-via-gaibola,4 km,strada,misto,20 %,275 m,4
900,6150,Via Pilastro - Centro Commerciale Meraville,https://www.piste-ciclabili.com/itinerari/6150-via-pilastro-centro-commerciale-meraville,2 km,ciclopedonale,asfalto,2 %,5 m,4
901,5669,Via Simonazzi - Parco Amendola,https://www.piste-ciclabili.com/itinerari/5669-via-simonazzi-parco-amendola,1 km,ciclabile,asfalto,0 %,1 m,4
902,665,Viadana - Casalmaggiore,https://www.piste-ciclabili.com/itinerari/665-viadana-casalmaggiore,13 km,ciclabile,asfalto,0 %,0 m,4
903,4723,Viadana - Rivarolo Mantovano,https://www.piste-ciclabili.com/itinerari/4723-viadana-rivarolo-mantovano,25 km,strada,misto,3 %,10 m,4
904,3033,Viano (RE) mtb,https://www.piste-ciclabili.com/itinerari/3033-viano-re-mtb,12 km,sentiero,terra,24 %,315 m,4
905,370,Viarolo - Gramignazzo (ciclopista destra Po),https://www.piste-ciclabili.com/itinerari/370-viarolo-gramignazzo-ciclopista-destra-po,16 km,ciclabile,asfalto,3 %,17 m,4
906,3273,Vigarano Mainarda - Vigarano Pieve,https://www.piste-ciclabili.com/itinerari/3273-vigarano-mainarda-vigarano-pieve,4 km,ciclopedonale,asfalto,2 %,7 m,4
907,38,Vignola - Guiglia,https://www.piste-ciclabili.com/itinerari/38-vignola-guiglia,9 km,strada,terra,22 %,351 m,4
908,39,Vignola - Marano - Denzano - Castelvetro - Campiglio (anello),https://www.piste-ciclabili.com/itinerari/39-vignola-marano-denzano-castelvetro-campiglio-anello,21 km,ciclabile,asfalto,28 %,281 m,4
909,30,Vignola - Sassi di Rocca Malatina,https://www.piste-ciclabili.com/itinerari/30-vignola-sassi-di-rocca-malatina,16 km,ciclopedonale,terra,25 %,292 m,4
910,5882,Villanova- Ganaceto- Soliera - Limidi di Soliera- Carpi,https://www.piste-ciclabili.com/itinerari/5882-villanova-ganaceto-soliera-limidi-di-soliera-carpi,14 km,ciclostrada,asfalto,5 %,10 m,4
911,3338,Viserbella: ciclabile via Porto Palos,https://www.piste-ciclabili.com/itinerari/3338-viserbella-ciclabile-via-porto-palos,2 km,ciclabile,asfalto,0 %,2 m,4
912,3326,Zadina Pineta: ciclopedonale Via Giuseppe Mazzini,https://www.piste-ciclabili.com/itinerari/3326-zadina-pineta-ciclopedonale-via-giuseppe-mazzini,4 km,ciclopedonale,asfalto,3 %,3 m,4
913,3523,Zena - Livergnano,https://www.piste-ciclabili.com/itinerari/3523-zena-livergnano,9 km,strada,misto,25 %,258 m,4
914,2624,Zola Predosa - Calderino,https://www.piste-ciclabili.com/itinerari/2624-zola-predosa-calderino,4 km,ciclopedonale,misto,4 %,29 m,4
915,2369,Zola Predosa - Orsi Mangelli (anello),https://www.piste-ciclabili.com/itinerari/2369-zola-predosa-orsi-mangelli-anello,18 km,ciclostrada,misto,2 %,32 m,4
916,2340,A passeggio fra due Italia - Slovenia,https://www.piste-ciclabili.com/itinerari/2340-a-passeggio-fra-due-italia-slovenia,27 km,ciclostrada,misto,6 %,54 m,5
917,281,A13 del Natisone: Udine - Cividale - Stupizza,https://www.piste-ciclabili.com/itinerari/281-a13-del-natisone-udine-cividale-stupizza,17 km,ciclabile,misto,5 %,31 m,5
918,1892,Aiello - Joannis,https://www.piste-ciclabili.com/itinerari/1892-aiello-joannis,2 km,ciclabile,asfalto,2 %,4 m,5
919,3133,Aiello del Friuli - Perteole - Ruda,https://www.piste-ciclabili.com/itinerari/3133-aiello-del-friuli-perteole-ruda,4 km,ciclopedonale,asfalto,2 %,9 m,5
920,860,Alpeadria - Tratto Tarvisio - Pontebba,https://www.piste-ciclabili.com/itinerari/860-alpeadria-tratto-tarvisio-pontebba,26 km,ciclabile,asfalto,20 %,264 m,5
921,2545,Alpeadria: Tratto Coccau - Villaco,https://www.piste-ciclabili.com/itinerari/2545-alpeadria-tratto-coccau-villaco,25 km,ciclabile,asfalto,26 %,201 m,5
922,3068,Alpeadria: Tratto Palmanova - Grado,https://www.piste-ciclabili.com/itinerari/3068-alpeadria-tratto-palmanova-grado,27 km,strada,asfalto,5 %,40 m,5
923,2680,Alpeadria: Tratto Pontebba  Resiutta,https://www.piste-ciclabili.com/itinerari/2680-alpeadria-tratto-pontebba-resiutta,21 km,ciclabile,asfalto,27 %,585 m,5
924,3309,Alpeadria: Tratto Resiutta - Carnia,https://www.piste-ciclabili.com/itinerari/3309-alpeadria-tratto-resiutta-carnia,14 km,strada,misto,12 %,362 m,5
925,6026,Alta Val Cellina: doppio anello,https://www.piste-ciclabili.com/itinerari/6026-alta-val-cellina-doppio-anello,40 km,ciclostrada,misto,28 %,887 m,5
926,1812,Aquileia: dalla campagna al mare,https://www.piste-ciclabili.com/itinerari/1812-aquileia-dalla-campagna-al-mare,22 km,ciclostrada,misto,6 %,7 m,5
927,2646,Attimis - Porzus - Subit (anello),https://www.piste-ciclabili.com/itinerari/2646-attimis-porzus-subit-anello,20 km,ciclabile,asfalto,28 %,916 m,5
928,1811,Bagnaria Arsa: Ex-tiro al piattello,https://www.piste-ciclabili.com/itinerari/1811-bagnaria-arsa-ex-tiro-al-piattello,3 km,sentiero,ghiaia,3 %,6 m,5
929,929,Bannia - San Vito al Tagliamento,https://www.piste-ciclabili.com/itinerari/929-bannia-san-vito-al-tagliamento,7 km,ciclostrada,asfalto,1 %,9 m,5
930,613,Barcis: lungolago e vecchia strada per Molassa,https://www.piste-ciclabili.com/itinerari/613-barcis-lungolago-e-vecchia-strada-per-molassa,8 km,ciclopedonale,asfalto,18 %,73 m,5
931,914,Barcis: sterrato per Malga Valli e Caolana,https://www.piste-ciclabili.com/itinerari/914-barcis-sterrato-per-malga-valli-e-caolana,3 km,ciclostrada,ghiaia,24 %,56 m,5
932,571,Basiliano - Lestizza - Bertiolo (anello),https://www.piste-ciclabili.com/itinerari/571-basiliano-lestizza-bertiolo-anello,28 km,strada,misto,5 %,56 m,5
933,2811,Basso Judrio,https://www.piste-ciclabili.com/itinerari/2811-basso-judrio,26 km,ciclostrada,misto,28 %,170 m,5
934,4650,Basso Tagliamento,https://www.piste-ciclabili.com/itinerari/4650-basso-tagliamento,96 km,ciclostrada,asfalto,3 %,49 m,5
935,3164,Beivars - Godia,https://www.piste-ciclabili.com/itinerari/3164-beivars-godia,2 km,ciclopedonale,ghiaia,1 %,10 m,5
936,3238,Beivars - San Gottardo,https://www.piste-ciclabili.com/itinerari/3238-beivars-san-gottardo,2 km,ciclopedonale,terra,2 %,13 m,5
937,3165,Beivars: via Bariglaria,https://www.piste-ciclabili.com/itinerari/3165-beivars-via-bariglaria,2 km,ciclostrada,asfalto,0 %,6 m,5
938,1519,Belvedere - Grado,https://www.piste-ciclabili.com/itinerari/1519-belvedere-grado,5 km,ciclabile,ghiaia,0 %,0 m,5
939,2900,Bibione - Cesarolo (anello),https://www.piste-ciclabili.com/itinerari/2900-bibione-cesarolo-anello,33 km,strada,asfalto,10 %,7 m,5
940,1382,Bibione 3 - Faro,https://www.piste-ciclabili.com/itinerari/1382-bibione-3-faro,8 km,ciclabile,terra,1 %,7 m,5
941,638,Bibione: ciclabile del Tagliamento,https://www.piste-ciclabili.com/itinerari/638-bibione-ciclabile-del-tagliamento,30 km,ciclopedonale,ghiaia,1 %,11 m,5
942,1377,Bibione: lungomare,https://www.piste-ciclabili.com/itinerari/1377-bibione-lungomare,5 km,ciclopedonale,misto,0 %,2 m,5
943,1378,Bibione: via Baseleghe - via Orsa Maggiore - via Urano,https://www.piste-ciclabili.com/itinerari/1378-bibione-via-baseleghe-via-orsa-maggiore-via-urano,6 km,ciclabile,asfalto,0 %,5 m,5
944,3953,Bibioni: terzo bacino in bici,https://www.piste-ciclabili.com/itinerari/3953-bibioni-terzo-bacino-in-bici,29 km,strada,asfalto,0 %,4 m,5
945,640,"Bordano - Cavazzo - Venzone, anello San Simeone",https://www.piste-ciclabili.com/itinerari/640-bordano-cavazzo-venzone-anello-san-simeone,22 km,ciclostrada,misto,28 %,335 m,5
946,2471,Bordiga - Torviscosa,https://www.piste-ciclabili.com/itinerari/2471-bordiga-torviscosa,5 km,sentiero,ghiaia,1 %,12 m,5
947,222,Borgo Fornasir - San Martino,https://www.piste-ciclabili.com/itinerari/222-borgo-fornasir-san-martino,3 km,sentiero,ghiaia,2 %,5 m,5
948,4228,Bovec (Slovenia) - Tarvisio,https://www.piste-ciclabili.com/itinerari/4228-bovec-slovenia-tarvisio,30 km,strada,asfalto,28 %,724 m,5
949,5863,Buttrio - Cividale (anello),https://www.piste-ciclabili.com/itinerari/5863-buttrio-cividale-anello,37 km,ciclostrada,misto,8 %,52 m,5
950,2029,Buttrio: ciclabile impianti sportivi,https://www.piste-ciclabili.com/itinerari/2029-buttrio-ciclabile-impianti-sportivi,1 km,ciclopedonale,asfalto,3 %,9 m,5
951,2034,Buttrio: giro del Montecristo,https://www.piste-ciclabili.com/itinerari/2034-buttrio-giro-del-montecristo,9 km,strada,asfalto,23 %,54 m,5
952,5389,Canebola - Platischis - Campo di Bonis - Subit - Canebola,https://www.piste-ciclabili.com/itinerari/5389-canebola-platischis-campo-di-bonis-subit-canebola,25 km,sentiero,misto,23 %,477 m,5
953,3808,Carso - Giro semplice,https://www.piste-ciclabili.com/itinerari/3808-carso-giro-semplice,28 km,ciclostrada,misto,20 %,182 m,5
954,3690,Carso e Istria: Hrastovlje (Slovenia),https://www.piste-ciclabili.com/itinerari/3690-carso-e-istria-hrastovlje-slovenia,38 km,ciclostrada,misto,24 %,494 m,5
955,5778,Carso Triestino,https://www.piste-ciclabili.com/itinerari/5778-carso-triestino,23 km,ciclostrada,asfalto,18 %,348 m,5
956,5779,Carso Triestino,https://www.piste-ciclabili.com/itinerari/5779-carso-triestino,23 km,ciclostrada,asfalto,18 %,348 m,5
957,2644,Carso: tra le trincee della Grande Guerra (anello),https://www.piste-ciclabili.com/itinerari/2644-carso-tra-le-trincee-della-grande-guerra-anello,24 km,ciclostrada,misto,25 %,220 m,5
958,4198,Carso: tra vigne e castellieri,https://www.piste-ciclabili.com/itinerari/4198-carso-tra-vigne-e-castellieri,25 km,sentiero,misto,7 %,93 m,5
959,607,Casarsa della Delizia: ciclabile Viale Udine SS13,https://www.piste-ciclabili.com/itinerari/607-casarsa-della-delizia-ciclabile-viale-udine-ss13,5 km,ciclopedonale,asfalto,2 %,10 m,5
960,3137,Case di Manzano - Oleis,https://www.piste-ciclabili.com/itinerari/3137-case-di-manzano-oleis,3 km,ciclopedonale,asfalto,8 %,15 m,5
961,3882,Castello di Porcia - Castello di Torre,https://www.piste-ciclabili.com/itinerari/3882-castello-di-porcia-castello-di-torre,12 km,ciclopedonale,misto,7 %,22 m,5
962,3371,Cavazzo Carnico - Flagogna - Sella Chianzutan (anello),https://www.piste-ciclabili.com/itinerari/3371-cavazzo-carnico-flagogna-sella-chianzutan-anello,71 km,strada,asfalto,28 %,963 m,5
963,2978,Cecchini di Pasiano - Bosco della Mantova (anello),https://www.piste-ciclabili.com/itinerari/2978-cecchini-di-pasiano-bosco-della-mantova-anello,19 km,ciclostrada,misto,5 %,10 m,5
964,2152,Cerneglons - Casali Propetto (anello),https://www.piste-ciclabili.com/itinerari/2152-cerneglons-casali-propetto-anello,7 km,ciclostrada,misto,5 %,13 m,5
965,5156,Cervignano - Fiumicello - Grado - Aquileia - Cervignano,https://www.piste-ciclabili.com/itinerari/5156-cervignano-fiumicello-grado-aquileia-cervignano,46 km,ciclostrada,asfalto,1 %,11 m,5
966,5183,Cervignano - Monte San Michele (anello),https://www.piste-ciclabili.com/itinerari/5183-cervignano-monte-san-michele-anello,42 km,ciclostrada,asfalto,23 %,250 m,5
967,621,Cervignano - Pordenone,https://www.piste-ciclabili.com/itinerari/621-cervignano-pordenone,29 km,ciclostrada,misto,5 %,7 m,5
968,3826,Cervignano del Friuli - Grado,https://www.piste-ciclabili.com/itinerari/3826-cervignano-del-friuli-grado,64 km,ciclabile,misto,5 %,13 m,5
969,3828,Cervignano del Friuli - Palmanova (anello),https://www.piste-ciclabili.com/itinerari/3828-cervignano-del-friuli-palmanova-anello,63 km,ciclostrada,misto,5 %,53 m,5
970,77,Cervignano del Friuli - San Martino,https://www.piste-ciclabili.com/itinerari/77-cervignano-del-friuli-san-martino,3 km,ciclopedonale,ghiaia,5 %,4 m,5
971,2675,Chiassis - monte zoncolan,https://www.piste-ciclabili.com/itinerari/2675-chiassis-monte-zoncolan,16 km,ciclabile,misto,0 %,0 m,5
